"ausfall";"betrag";"zins";"bonitaet";"alter";"wohnen";"arbeit";"einkommen"
"nein";2000;8;"A";27;"Grundschuld";2;100
"nein";5000;14,11;"D";26;"Miete";11;33,28
"nein";4000;12,21;"B";22;"Miete";6;60
"nein";2400;12,21;"B";31;"Miete";2;34
"nein";13000;14,42;"D";26;"Miete";4;94
"nein";2000;12,53;"C";24;"Eigentum";7;40
"nein";20000;15,05;"D";31;"Miete";1;79
"nein";10800;12,21;"B";38;"Miete";3;70
"nein";9000;9,63;"A";27;"Grundschuld";22;150
"nein";12000;15,05;"D";24;"Grundschuld";3;127
"nein";20000;16,95;"E";49;"Grundschuld";0;150
"nein";7375;9,32;"A";22;"Grundschuld";1;45
"nein";18500;12,21;"B";25;"Grundschuld";0;66
"nein";3000;12,53;"C";23;"Grundschuld";0;39
"nein";23750;13,47;"C";23;"Miete";4;120
"nein";14000;11,26;"B";46;"Miete";0;70
"nein";8000;12,84;"C";24;"Miete";9;28
"nein";3200;9,63;"A";28;"Miete";37;38
"nein";10000;12,53;"C";22;"Miete";2;33,28
"nein";5000;13,79;"C";25;"Miete";6;120
"nein";17600;13,16;"C";29;"Grundschuld";14;76,596
"nein";10000;11,58;"B";46;"Grundschuld";4;29,004
"nein";5000;9,63;"A";25;"Miete";3;48
"nein";12000;15,68;"E";22;"Miete";4;95
"nein";1000;14,42;"D";24;"Grundschuld";7;50
"nein";20000;11,58;"B";23;"Miete";3;78
"nein";5600;11,58;"B";34;"Miete";3;63
"nein";21000;13,16;"C";33;"Grundschuld";2;114
"ja";10000;13,79;"C";25;"Miete";0;40
"nein";20000;11,58;"B";24;"Grundschuld";6;130
"nein";7500;11,89;"B";54;"Miete";6;22,88
"nein";4000;12,84;"C";26;"Miete";10;131
"nein";4000;9,32;"A";23;"Sonstige";5;55
"nein";12600;9,32;"A";49;"Grundschuld";14;103
"nein";6000;9,63;"A";23;"Miete";0;28
"nein";12500;11,58;"B";25;"Grundschuld";9;150
"nein";10000;9,32;"A";36;"Grundschuld";6;37,5
"nein";8000;12,21;"B";27;"Grundschuld";11;150
"nein";10000;9,32;"A";25;"Grundschuld";4;114
"nein";2800;9,32;"A";32;"Grundschuld";5;34
"nein";10750;16;"E";26;"Miete";7;36
"ja";6000;12,21;"B";24;"Miete";8;18
"nein";2500;7,68;"A";39;"Grundschuld";14;44
"nein";15000;14,42;"D";27;"Sonstige";0;244
"nein";12000;12,21;"B";22;"Grundschuld";1;46,5
"nein";15000;15,05;"D";22;"Miete";14;50,004
"nein";15000;12,21;"B";24;"Grundschuld";15;75
"nein";21000;14,11;"D";36;"Miete";2;65
"ja";1800;11,89;"B";22;"Eigentum";2;24,44916
"nein";12500;9,38;"A";25;"Miete";2;80,4
"nein";2000;8;"A";22;"Miete";3;33,996
"nein";17600;12,72;"C";23;"Grundschuld";12;65
"nein";6150;11,46;"B";25;"Miete";3;19,2
"nein";6500;9,38;"A";34;"Grundschuld";7;75
"ja";4000;10,51;"B";24;"Miete";0;130,068
"nein";3250;13,67;"D";24;"Miete";3;25
"nein";1300;9,07;"A";24;"Eigentum";11;48
"nein";7000;13,04;"C";23;"Miete";0;57,96
"nein";17000;11,78;"C";37;"Grundschuld";0;75
"ja";25000;11,78;"C";34;"Grundschuld";1;130
"nein";20000;12,41;"C";46;"Grundschuld";1;87
"nein";2800;13,04;"C";27;"Miete";1;67
"nein";12000;9,38;"A";26;"Miete";0;90
"nein";6400;9,38;"A";24;"Grundschuld";3;36
"nein";15000;11,78;"C";34;"Grundschuld";1;68
"nein";12000;12,09;"C";32;"Grundschuld";24;109,488
"nein";5000;13,67;"D";28;"Grundschuld";0;63
"nein";8500;12,09;"C";22;"Grundschuld";2;43
"ja";25000;17,46;"F";26;"Grundschuld";16;113
"nein";12000;14,3;"D";21;"Miete";6;65
"nein";13500;9,38;"A";28;"Grundschuld";2;100
"nein";20000;13,36;"D";26;"Miete";0;77,004
"nein";14000;9,38;"A";21;"Grundschuld";4;30
"nein";8000;9,38;"A";24;"Grundschuld";11;52,739
"nein";3000;11,46;"B";23;"Miete";0;20,8
"nein";6500;9,38;"A";31;"Miete";8;50
"ja";7000;11,46;"B";21;"Miete";2;50,004
"ja";16000;17,15;"F";22;"Miete";6;63,17525
"nein";25000;15,25;"E";28;"Grundschuld";0;150
"ja";12000;10,2;"B";24;"Miete";2;75
"nein";5000;11,78;"C";23;"Miete";0;28
"nein";2500;8;"A";29;"Eigentum";0;42,108
"nein";20475;12,72;"C";29;"Grundschuld";6;57,996
"nein";10000;10,83;"B";25;"Grundschuld";11;60
"nein";7000;9,07;"A";26;"Miete";4;56
"nein";12000;12,09;"C";21;"Miete";5;75
"nein";10500;12,09;"C";46;"Grundschuld";0;74,5
"nein";15000;11,46;"B";28;"Miete";18;102
"nein";10000;10,2;"B";23;"Miete";5;91
"nein";16000;12,72;"C";28;"Eigentum";0;60
"ja";3000;10,51;"B";25;"Grundschuld";8;40
"nein";7200;10,2;"B";32;"Grundschuld";1;73,2
"nein";15000;15,88;"E";33;"Grundschuld";0;100,296
"nein";9000;10,83;"B";24;"Sonstige";0;28
"nein";18400;12,41;"C";33;"Grundschuld";4;109
"nein";19500;15,57;"E";25;"Sonstige";1;48,5
"nein";6000;13,04;"C";29;"Grundschuld";13;130
"nein";1400;10,83;"B";24;"Miete";0;10
"nein";16000;11,78;"C";25;"Grundschuld";2;111,996
"nein";18200;10,83;"B";42;"Miete";1;45
"nein";3200;13,04;"C";22;"Miete";1;37,44
"nein";3000;13,67;"D";21;"Miete";5;45,327
"nein";17525;12,72;"C";30;"Grundschuld";14;151,8
"nein";3600;10,51;"B";26;"Grundschuld";7;52
"nein";5100;8;"A";26;"Miete";1;56
"nein";14800;10,83;"B";32;"Miete";1;50
"nein";5000;12,72;"C";25;"Eigentum";1;44,4
"nein";9600;9,07;"A";28;"Miete";11;51,996
"ja";9000;11,78;"C";25;"Grundschuld";7;90
"nein";10000;10,83;"B";22;"Grundschuld";10;32,004
"nein";17000;10,51;"B";40;"Grundschuld";2;120
"ja";8550;14,3;"D";41;"Miete";0;79
"nein";15900;13,04;"C";29;"Miete";17;72
"ja";10800;12,09;"C";28;"Miete";2;39,288
"nein";5000;7,68;"A";24;"Sonstige";0;50
"nein";5000;9,38;"A";25;"Miete";0;33,996
"nein";12000;12,09;"C";27;"Eigentum";1;65,004
"nein";20000;10,51;"B";24;"Grundschuld";5;150
"nein";20000;13,04;"C";23;"Miete";1;96
"nein";20000;12,41;"C";36;"Miete";15;38
"nein";7200;9,38;"A";21;"Miete";3;45
"nein";20000;10,83;"B";21;"Grundschuld";2;115
"nein";12000;12,09;"C";28;"Eigentum";0;68
"nein";10000;12,09;"C";25;"Miete";2;60
"nein";3000;11,78;"C";21;"Miete";3;68
"nein";10000;11,14;"B";27;"Grundschuld";20;120
"nein";5000;8;"A";26;"Eigentum";0;19,5
"nein";6000;11,78;"C";28;"Miete";4;42
"nein";10000;15,25;"E";29;"Grundschuld";0;60
"nein";6000;13,67;"D";46;"Grundschuld";14;44,7824
"nein";6000;12,72;"C";28;"Grundschuld";8;44,44708
"nein";10000;12,41;"C";24;"Miete";4;70
"nein";20000;11,14;"B";25;"Grundschuld";13;120
"nein";5000;11,78;"C";24;"Miete";10;75
"nein";1500;11,78;"C";23;"Miete";0;40
"nein";1200;10,83;"B";23;"Grundschuld";1;40
"nein";6000;9,38;"A";31;"Grundschuld";3;122
"ja";18000;9,38;"A";29;"Grundschuld";7;90
"nein";15000;17,15;"F";32;"Miete";15;74
"nein";20000;12,41;"C";22;"Grundschuld";7;110
"ja";12000;12,09;"C";26;"Grundschuld";1;25
"ja";2500;11,14;"B";24;"Grundschuld";16;69,508
"nein";5500;9,38;"A";22;"Miete";7;56
"nein";15000;15,88;"E";35;"Miete";1;60
"nein";6000;10,2;"B";24;"Grundschuld";2;62,677
"ja";5000;12,41;"C";31;"Grundschuld";5;88
"nein";3000;7,68;"A";28;"Miete";7;75
"nein";13000;12,09;"C";26;"Miete";0;50
"nein";10200;10,2;"B";29;"Miete";0;44
"nein";4500;10,83;"B";30;"Grundschuld";21;60
"nein";6000;12,09;"C";31;"Sonstige";10;82,656
"nein";3000;7,37;"A";22;"Grundschuld";23;55,5
"nein";12000;15,57;"E";28;"Miete";0;46
"nein";10000;14,93;"E";24;"Miete";6;55,008
"nein";6000;16,2;"E";22;"Miete";3;65,1
"nein";8000;13,99;"D";25;"Miete";1;75
"nein";13750;10,83;"B";22;"Grundschuld";8;40,872
"nein";15000;11,46;"B";24;"Grundschuld";1;70
"ja";20000;11,78;"C";25;"Miete";12;52
"ja";25000;13,36;"D";27;"Grundschuld";4;128
"nein";10000;13,67;"D";24;"Miete";2;250
"nein";20000;13,04;"C";33;"Miete";0;53,004
"nein";9600;11,14;"B";32;"Miete";6;80
"nein";10000;10,51;"B";27;"Miete";12;84,996
"nein";14400;9,07;"A";28;"Miete";1;85
"ja";24000;18,72;"G";30;"Grundschuld";8;60
"nein";6400;13,67;"D";24;"Grundschuld";1;53
"nein";6000;11,46;"B";22;"Miete";4;29
"nein";1800;11,46;"B";27;"Miete";14;60
"nein";10000;12,09;"C";27;"Grundschuld";2;100
"nein";5000;11,46;"B";21;"Miete";4;50,252
"nein";5000;10,2;"B";37;"Miete";6;63
"nein";20000;10,51;"B";27;"Miete";17;60
"nein";3000;7,68;"A";22;"Miete";0;31,356
"nein";22000;13,67;"D";31;"Miete";1;75
"nein";20000;11,14;"B";24;"Miete";0;60
"nein";8300;11,46;"B";22;"Grundschuld";3;82
"nein";24500;11,46;"B";24;"Miete";15;92
"nein";4800;9,07;"A";22;"Grundschuld";0;48
"ja";8000;11,46;"B";27;"Grundschuld";1;80
"nein";3000;13,36;"D";26;"Miete";0;31,131
"nein";8500;11,14;"B";26;"Miete";0;42
"nein";12000;13,99;"D";33;"Eigentum";1;50
"nein";8000;10,51;"B";29;"Grundschuld";8;60
"nein";4550;8;"A";28;"Sonstige";1;58,6
"nein";10000;9,07;"A";22;"Grundschuld";3;95
"nein";10000;13,36;"D";22;"Miete";2;60
"ja";12500;19,04;"G";30;"Grundschuld";2;123
"nein";6500;13,99;"D";22;"Miete";8;51,012
"nein";24000;11,46;"B";26;"Grundschuld";6;63
"ja";21000;13,36;"D";29;"Grundschuld";6;85
"nein";5000;13,67;"D";26;"Grundschuld";4;45
"nein";7000;14,93;"E";23;"Grundschuld";2;26
"nein";4000;12,72;"C";23;"Miete";0;38,85
"ja";14500;11,14;"B";28;"Miete";1;36
"nein";7500;10,83;"B";23;"Eigentum";8;50,508
"ja";2400;10,83;"B";21;"Miete";8;40
"nein";2400;11,46;"B";22;"Eigentum";4;48
"nein";7000;11,78;"C";22;"Eigentum";2;32,76
"nein";1600;10,83;"B";23;"Miete";3;29,124
"nein";21000;10,83;"B";39;"Miete";5;58
"nein";16000;11,14;"B";29;"Grundschuld";2;150
"nein";6000;11,14;"B";27;"Miete";0;65
"nein";10000;9,07;"A";49;"Grundschuld";4;50
"nein";10000;12,72;"C";23;"Sonstige";11;40,104
"ja";7000;15,57;"E";22;"Grundschuld";13;48,5
"nein";6000;7,68;"A";23;"Miete";1;40
"ja";4000;13,67;"D";30;"Miete";2;15
"nein";10000;13,67;"D";23;"Miete";1;60
"nein";4800;8;"A";22;"Eigentum";29;75
"ja";15000;13,99;"D";35;"Grundschuld";4;64
"nein";7800;11,14;"B";27;"Miete";26;41,004
"nein";8000;12,41;"C";22;"Miete";1;35
"nein";3000;11,14;"B";26;"Miete";2;41,004
"nein";9975;13,99;"D";39;"Grundschuld";4;67,02
"nein";16000;11,78;"C";34;"Grundschuld";5;41,004
"ja";8400;11,14;"B";28;"Miete";4;87
"nein";10000;11,46;"B";23;"Miete";0;100
"nein";5000;8;"A";24;"Grundschuld";4;90
"nein";25000;13,99;"D";24;"Grundschuld";1;120
"nein";5375;10,51;"B";38;"Grundschuld";8;92,904
"nein";8750;12,72;"C";24;"Grundschuld";7;86,61
"nein";8000;12,41;"C";24;"Miete";0;20
"nein";1500;11,78;"C";27;"Grundschuld";12;160
"nein";6000;10,51;"B";33;"Miete";0;30
"nein";5600;11,46;"B";26;"Grundschuld";0;92
"nein";8000;11,14;"B";22;"Miete";8;60
"nein";7000;12,09;"C";25;"Grundschuld";14;48
"ja";8000;10,51;"B";22;"Miete";1;33,996
"nein";9000;10,83;"B";22;"Miete";1;38,5
"ja";16000;15,25;"E";37;"Grundschuld";2;58,2
"nein";5500;13,04;"C";23;"Miete";1;22
"nein";1000;14,3;"D";22;"Miete";0;15
"nein";9450;10,83;"B";32;"Miete";1;70
"ja";5550;12,41;"C";24;"Miete";0;22
"nein";8000;13,04;"C";31;"Grundschuld";7;46,5
"ja";25000;11,46;"B";27;"Grundschuld";3;86
"nein";8000;14,3;"D";22;"Miete";0;37,2
"nein";7000;9,07;"A";25;"Miete";3;46
"nein";12000;14,3;"D";34;"Miete";5;72
"nein";9000;13,99;"D";28;"Miete";2;38,2
"nein";15000;12,72;"C";34;"Miete";0;50
"nein";19000;10,83;"B";24;"Grundschuld";19;54,996
"nein";9600;13,67;"D";29;"Grundschuld";5;75,828
"ja";20000;10,83;"B";23;"Miete";5;65,004
"ja";13500;10,83;"B";24;"Grundschuld";9;78
"nein";11000;8;"A";30;"Grundschuld";29;44
"nein";6400;13,67;"D";25;"Miete";18;110,5
"nein";25000;15,25;"E";30;"Grundschuld";22;135
"nein";1500;11,46;"B";24;"Miete";5;28,596
"nein";16750;12,41;"C";26;"Miete";13;45
"nein";10000;11,78;"C";25;"Grundschuld";1;65,6
"nein";12000;13,99;"D";36;"Miete";21;48,686
"ja";3000;9,07;"A";22;"Miete";1;64,17
"nein";3200;10,2;"B";22;"Miete";0;32
"nein";4000;8;"A";23;"Grundschuld";6;58,5
"nein";5100;10,51;"B";24;"Grundschuld";5;61,2
"nein";9000;12,72;"C";29;"Eigentum";10;39
"nein";10000;11,78;"C";27;"Grundschuld";2;49,304
"nein";15000;10,2;"B";25;"Grundschuld";24;30,2
"nein";10000;14,93;"E";25;"Grundschuld";2;82
"nein";8000;10,83;"B";35;"Grundschuld";0;41
"nein";3900;10,51;"B";27;"Grundschuld";1;75
"nein";15000;14,93;"E";24;"Miete";2;110
"nein";12000;10,83;"B";23;"Miete";30;39
"nein";23000;10,51;"B";28;"Miete";3;75
"nein";22000;13,67;"D";29;"Miete";1;64,5
"ja";10000;11,46;"B";22;"Grundschuld";15;93,996
"nein";7500;10,51;"B";36;"Grundschuld";8;51,996
"nein";15000;11,14;"B";23;"Eigentum";37;75
"nein";5000;10,2;"B";23;"Miete";6;39,996
"nein";1800;10,2;"B";32;"Eigentum";15;42
"nein";10000;9,07;"A";23;"Grundschuld";20;62,004
"nein";7800;12,41;"C";22;"Grundschuld";14;69
"nein";10000;11,14;"B";24;"Miete";2;41,004
"ja";10000;14,93;"E";36;"Grundschuld";1;60
"ja";6500;11,78;"C";24;"Grundschuld";16;91,2
"nein";20000;13,04;"C";24;"Eigentum";8;203,5
"nein";10000;8;"A";22;"Miete";0;40
"nein";4000;13,04;"C";24;"Grundschuld";3;33
"nein";15000;13,04;"C";29;"Miete";0;160
"ja";15000;10,2;"B";24;"Grundschuld";0;100
"nein";8500;10,2;"B";26;"Miete";12;42,996
"nein";10000;10,51;"B";46;"Miete";18;63
"ja";15000;14,62;"D";33;"Grundschuld";11;108
"nein";20000;15,57;"E";24;"Grundschuld";2;49
"nein";6000;9,38;"A";21;"Miete";9;45
"nein";9925;12,09;"C";30;"Miete";3;93,5
"nein";10000;11,46;"B";25;"Miete";2;54
"nein";6000;11,46;"B";28;"Miete";2;240
"nein";10000;11,46;"B";24;"Miete";2;36
"ja";15000;12,41;"C";34;"Miete";1;350
"nein";6000;13,04;"C";22;"Miete";4;32,496
"nein";5500;10,2;"B";28;"Sonstige";20;45,996
"nein";18000;11,78;"C";24;"Grundschuld";3;93
"ja";14400;13,67;"D";42;"Grundschuld";14;120
"nein";6000;13,36;"D";32;"Miete";3;59,5
"nein";2500;10,83;"B";33;"Grundschuld";2;60
"ja";6000;12,41;"C";23;"Miete";2;48
"nein";15000;10,83;"B";23;"Miete";19;60,48
"nein";3500;7,68;"A";24;"Miete";4;52
"nein";4200;10,51;"B";23;"Eigentum";27;57
"nein";5000;10,2;"B";24;"Grundschuld";6;69,996
"nein";24000;13,67;"D";31;"Miete";3;95
"nein";10000;12,41;"C";29;"Grundschuld";0;62
"nein";15500;12,41;"C";29;"Miete";3;38
"nein";1000;7,68;"A";29;"Grundschuld";9;72
"nein";7000;6;"C";53;"Miete";2;28
"ja";5000;11,78;"C";25;"Grundschuld";34;47
"nein";8000;10,51;"B";23;"Grundschuld";1;45
"nein";8000;11,78;"C";24;"Miete";1;52
"nein";8200;8;"A";35;"Grundschuld";9;74
"nein";11400;13,04;"C";22;"Grundschuld";3;96
"nein";5000;9,07;"A";35;"Miete";0;85
"nein";5400;11,78;"C";23;"Grundschuld";3;42
"nein";6950;13,67;"D";23;"Grundschuld";30;126,803
"nein";15975;12,72;"C";27;"Grundschuld";29;125
"ja";18000;12,09;"C";23;"Grundschuld";11;67
"nein";5400;9,38;"A";32;"Grundschuld";1;98,406
"nein";7500;11,78;"C";28;"Grundschuld";4;30
"ja";25000;14,62;"D";35;"Grundschuld";28;160
"ja";6000;11,46;"B";29;"Miete";2;31,2
"nein";5000;8;"A";24;"Miete";1;57,996
"nein";10000;13,36;"D";30;"Miete";4;45
"nein";11250;9,38;"A";25;"Miete";2;45
"nein";9000;12,09;"C";23;"Miete";0;53
"nein";25000;14,93;"E";23;"Miete";1;160
"nein";12000;9,38;"A";24;"Grundschuld";11;135
"ja";6500;13,04;"C";24;"Grundschuld";9;63
"nein";5400;13,04;"C";26;"Grundschuld";4;77
"nein";11500;11,78;"C";26;"Miete";8;45,76
"ja";10500;9,38;"A";22;"Miete";1;55
"nein";7500;13,04;"C";27;"Miete";4;62
"nein";7000;15,57;"E";25;"Miete";2;56
"nein";4775;11,14;"B";36;"Grundschuld";4;51
"nein";7500;12,72;"C";25;"Grundschuld";7;82
"ja";5000;10,83;"B";25;"Miete";7;47,496
"nein";7500;9,07;"A";23;"Miete";8;60
"nein";3000;10,2;"B";39;"Miete";0;55
"nein";7500;10,51;"B";24;"Eigentum";1;42
"nein";5150;12,41;"C";33;"Grundschuld";6;105
"nein";6000;9,07;"A";26;"Grundschuld";6;65
"ja";6600;9,07;"A";22;"Eigentum";0;32,004
"nein";7000;15,88;"E";22;"Miete";0;95
"nein";1500;8,32;"A";41;"Grundschuld";30;52
"nein";3000;11,78;"C";34;"Miete";2;28,88
"nein";4500;10,83;"B";24;"Miete";8;38
"nein";4700;12,09;"C";25;"Miete";0;40
"nein";1775;12,72;"C";23;"Miete";0;45
"nein";3000;14,12;"D";39;"Miete";0;24
"nein";7500;10,96;"B";41;"Miete";0;36,684
"nein";4000;10,33;"B";26;"Grundschuld";5;31
"nein";7500;10,01;"B";25;"Grundschuld";11;79
"nein";4000;7,68;"A";23;"Miete";1;41,004
"nein";2750;12,86;"D";25;"Grundschuld";2;58
"ja";1000;11,28;"C";26;"Miete";1;35
"nein";3200;7,68;"A";24;"Grundschuld";0;55,8
"nein";7500;11,59;"C";26;"Miete";2;116,6
"nein";6000;12,86;"D";22;"Miete";1;33,65
"nein";7000;11,28;"C";25;"Grundschuld";1;34
"ja";7500;13,49;"D";25;"Grundschuld";17;145,9
"nein";4800;11,59;"C";26;"Grundschuld";16;85
"nein";2400;13,8;"D";34;"Miete";3;48
"ja";6000;11,28;"C";24;"Miete";6;47,628
"nein";6000;8,63;"A";24;"Grundschuld";12;80,004
"nein";5000;8,63;"A";24;"Miete";0;21
"nein";7500;11,28;"C";23;"Grundschuld";0;87
"nein";5000;8,32;"A";24;"Grundschuld";8;52
"nein";7500;8,63;"A";23;"Miete";8;225
"nein";5600;14,12;"D";24;"Miete";0;28
"nein";2875;11,28;"C";25;"Miete";1;36,8
"nein";7500;10,01;"B";24;"Miete";2;50
"nein";6000;11,28;"C";27;"Miete";2;40
"nein";3000;10,33;"B";24;"Miete";3;22
"nein";7500;13,8;"D";25;"Grundschuld";5;50
"nein";5000;11,59;"C";23;"Miete";0;30
"nein";7500;8;"A";26;"Miete";0;230
"nein";7500;12,54;"C";27;"Miete";1;87,36
"nein";1000;7,37;"A";29;"Eigentum";12;77,367
"nein";5600;8,32;"A";22;"Miete";15;56
"nein";7500;11,59;"C";27;"Grundschuld";26;50
"ja";6000;11,28;"C";25;"Miete";4;63,5
"nein";7500;8,32;"A";24;"Grundschuld";1;82
"ja";5000;11,28;"C";22;"Grundschuld";2;55
"nein";6000;7,68;"A";24;"Miete";8;41,004
"nein";6400;8,32;"A";23;"Eigentum";0;40
"nein";7500;10,33;"B";23;"Miete";1;42
"nein";7500;12,22;"C";27;"Grundschuld";8;55
"ja";7500;11,28;"C";28;"Miete";0;72
"nein";3500;11,91;"C";22;"Miete";9;175
"ja";7000;15,38;"E";28;"Grundschuld";6;80
"nein";3000;10,01;"B";22;"Miete";5;35
"nein";7500;11,59;"C";30;"Grundschuld";5;100
"nein";6000;8;"A";29;"Grundschuld";3;53
"nein";4700;10,96;"B";24;"Miete";2;45
"nein";4250;16,96;"F";28;"Miete";5;35
"nein";7500;11,91;"C";33;"Miete";2;50,75054
"nein";6000;12,22;"C";22;"Sonstige";2;92
"nein";1500;8,32;"A";23;"Miete";4;38
"nein";2400;12,22;"C";22;"Miete";0;41,6
"nein";7500;8,32;"A";29;"Miete";0;44,875
"nein";5500;12,22;"C";28;"Miete";0;28,089
"nein";2300;13,17;"D";28;"Miete";12;37,152
"nein";5000;10,33;"B";22;"Miete";0;30
"nein";3200;9,7;"B";30;"Grundschuld";5;39,962
"nein";5000;10,96;"B";70;"Miete";1;30
"nein";3200;12,86;"D";37;"Miete";7;33,888
"ja";4900;10,96;"B";24;"Grundschuld";1;75
"nein";1500;12,86;"D";29;"Miete";2;35,78
"nein";7500;10,96;"B";28;"Eigentum";1;65
"nein";6600;10,33;"B";22;"Miete";11;30,004
"nein";3600;9,7;"B";23;"Miete";11;30
"nein";7500;14,75;"E";26;"Miete";1;30
"ja";7500;11,91;"C";27;"Miete";15;48,996
"ja";7500;16,33;"F";24;"Grundschuld";6;50
"nein";4900;14,12;"D";28;"Miete";3;32,4
"nein";5000;11,91;"C";30;"Miete";2;36,933
"nein";4000;14,75;"E";24;"Miete";0;62,4
"nein";1800;8,32;"A";25;"Miete";2;31
"nein";7500;10,33;"B";23;"Miete";1;87
"nein";5500;8,32;"A";36;"Miete";2;50
"nein";5000;13,17;"D";27;"Miete";0;60
"ja";7500;11,59;"C";27;"Grundschuld";0;38
"nein";4000;10,96;"B";23;"Miete";3;33
"nein";6500;10,96;"B";23;"Miete";30;44,724
"nein";7500;10,96;"B";26;"Eigentum";6;22
"nein";2000;11,28;"C";24;"Grundschuld";2;42
"nein";7500;10,33;"B";50;"Miete";21;68,608
"nein";3000;8,32;"A";22;"Grundschuld";18;26,796
"nein";5000;11,91;"C";26;"Miete";2;42
"nein";7500;13,17;"D";22;"Grundschuld";8;80,5
"nein";4000;8,32;"A";23;"Eigentum";6;66,48
"nein";6000;7,68;"A";30;"Grundschuld";2;175
"ja";7500;10,01;"B";32;"Miete";0;40
"nein";2700;9,7;"B";25;"Miete";1;51
"nein";7200;11,28;"C";28;"Miete";8;56,052
"nein";7500;11,28;"C";31;"Miete";1;160
"nein";5000;15,07;"E";24;"Miete";0;27,5
"nein";7500;13,17;"D";21;"Grundschuld";2;71,688
"nein";7500;11,59;"C";32;"Miete";3;155
"nein";7500;15,07;"E";27;"Grundschuld";5;75
"nein";3000;9,7;"B";21;"Miete";1;18,008
"nein";7500;8,63;"A";22;"Grundschuld";8;84
"nein";7000;12,54;"C";24;"Miete";3;79
"nein";3000;11,28;"C";23;"Grundschuld";0;35,5
"nein";6400;14,75;"E";24;"Miete";3;28
"nein";7000;13,17;"D";24;"Grundschuld";2;49
"nein";7500;12,86;"D";43;"Grundschuld";15;105
"nein";6000;10,33;"B";26;"Miete";1;47
"nein";12000;12,22;"C";34;"Miete";0;60
"nein";3000;12,54;"C";22;"Grundschuld";0;31
"nein";6500;8,32;"A";22;"Miete";2;31
"nein";10000;12,22;"C";22;"Grundschuld";2;36,93372
"nein";5000;8,32;"A";34;"Miete";3;82
"nein";10000;10,96;"B";32;"Miete";3;58
"nein";10000;13,8;"D";37;"Grundschuld";3;200
"nein";9000;12,22;"C";25;"Grundschuld";3;138
"nein";5000;12,54;"C";22;"Miete";0;54,996
"nein";3000;10,01;"B";42;"Miete";8;58,752
"nein";2000;10,01;"B";29;"Miete";1;54
"nein";8000;13,17;"D";23;"Miete";1;55,1616
"ja";15000;10,96;"B";37;"Miete";5;45
"nein";5000;8;"A";29;"Miete";1;51
"nein";8500;15,7;"E";25;"Miete";7;50
"nein";10000;9,7;"B";24;"Sonstige";5;108
"nein";7500;10,71;"B";23;"Grundschuld";4;41
"ja";14000;10,33;"B";23;"Eigentum";0;50
"nein";15000;10,64;"B";27;"Miete";27;75,127
"ja";15000;11,28;"C";25;"Eigentum";4;100
"nein";2900;8;"A";25;"Miete";0;50
"nein";2000;11,91;"C";23;"Grundschuld";8;50,004
"nein";15000;12,86;"D";22;"Grundschuld";19;52,32
"nein";6000;12,22;"C";24;"Miete";19;48
"nein";7500;10,96;"B";24;"Eigentum";6;30
"nein";6000;9,7;"B";25;"Miete";13;39,996
"nein";3000;9,7;"B";27;"Miete";5;62
"ja";12000;13,49;"D";25;"Miete";1;55
"nein";1500;9,7;"B";26;"Grundschuld";15;51,996
"ja";7500;9,76;"B";30;"Grundschuld";5;78
"nein";6500;8,63;"A";35;"Miete";13;23
"nein";5000;12,86;"D";21;"Miete";0;25
"nein";8000;10,96;"B";24;"Grundschuld";5;51
"nein";6500;11,91;"C";29;"Miete";0;26,004
"nein";7500;13,8;"D";26;"Grundschuld";3;68
"nein";6800;11,59;"C";22;"Miete";18;41,196
"nein";7500;12,86;"D";28;"Miete";3;48,5
"ja";7000;8;"A";26;"Miete";0;22,48
"nein";5075;12,54;"C";31;"Miete";7;20
"ja";5000;11,28;"C";32;"Miete";15;83,004
"nein";7500;11,28;"C";23;"Miete";9;115,275
"nein";3000;12,22;"C";26;"Miete";6;60,996
"nein";7000;8;"A";24;"Grundschuld";28;91
"nein";5600;11,91;"C";26;"Grundschuld";8;25,5
"nein";6000;10,01;"B";29;"Miete";1;60
"nein";7500;12,22;"C";24;"Grundschuld";20;39,996
"nein";4800;11,91;"C";23;"Grundschuld";2;38,667
"nein";7000;15,38;"E";40;"Grundschuld";5;71
"nein";7500;11,34;"C";27;"Eigentum";4;35
"nein";7000;8;"A";33;"Grundschuld";0;45,18
"nein";4950;7,68;"A";21;"Grundschuld";1;35
"nein";7500;8,32;"A";22;"Miete";1;50
"nein";7500;8,32;"A";24;"Grundschuld";9;70
"nein";7500;10,39;"B";24;"Grundschuld";0;91
"nein";2000;10,39;"B";23;"Miete";8;22,004
"ja";6000;9,76;"B";40;"Grundschuld";6;60,996
"nein";6500;13,87;"D";25;"Grundschuld";6;105
"nein";7500;11,03;"C";41;"Miete";16;58
"nein";4500;11,03;"C";31;"Miete";4;47
"nein";7000;11,66;"C";28;"Miete";11;112,2
"nein";6000;11,66;"C";23;"Miete";0;39,996
"nein";7500;8,32;"A";22;"Miete";0;44
"nein";5000;8,32;"A";31;"Grundschuld";15;30,792
"ja";7500;13,24;"D";24;"Miete";1;23,196
"ja";3000;10,08;"B";31;"Miete";0;36
"nein";7500;8,63;"A";30;"Miete";0;35,004
"nein";4800;9,45;"B";25;"Miete";2;45
"nein";7200;10,08;"B";32;"Miete";0;38
"nein";5000;11,03;"C";24;"Miete";2;50
