"";"Name";"ISIN Code";"Sektor";"Jahr";"Index";"fkq";"lfk";"kfk";"uw";"lngroesse";"sach";"ebit";"ndts";"steuer";"beta";"BIP";"ZS";"INFL";"MP"
"471";"HOCHTIEF (XET)";NA;"Heavy Construction";2013;"MDAX";0,2526;0,1845;0,068;0,0065;17,06;0,0928;0,0784;0,0545;0,2219;1,1;0,59;1,35;1,5;0,2331
"472";"HOCHTIEF (XET)";NA;"Heavy Construction";2014;"MDAX";0,2712;0,2055;0,0657;-0,1399;16,91;0,0872;0,0458;0,0336;0;0,77;1,6;0,95;0,9;0,0516
"473";"HOCHTIEF (XET)";NA;"Heavy Construction";2015;"MDAX";0,2034;0,1798;0,0236;-0,0454;16,86;0,0852;0,0629;0,0315;0,2309;0,79;1,48;0,52;0,3;0,0986
"474";"BOSS (HUGO) (XET)";"DE000A1PHFF7";"Clothing & Accessory";2005;"MDAX";0,1677;0,1001;0,0677;0,1207;14,09;0,2783;0,1992;0,0466;0,2991;0,56;0,88;1,17;1,6;0,253
"475";"BOSS (HUGO) (XET)";NA;"Clothing & Accessory";2006;"MDAX";0,1711;0,0783;0,0928;0,1421;14,22;0,2822;0,2044;0,0498;0,2732;1;3,87;0,68;1,5;0,1916
"476";"BOSS (HUGO) (XET)";NA;"Clothing & Accessory";2007;"MDAX";0,197;0,0447;0,1523;0,0913;14,31;0,2476;0,2205;0,0511;0,2628;0,5;3,38;-0,06;2,3;0,2236
"477";"BOSS (HUGO) (XET)";NA;"Clothing & Accessory";2008;"MDAX";0,5623;0,5264;0,0359;0,0331;14,34;0,2637;0,1578;0,0505;0,206;1,18;0,82;-0,65;2,6;-0,4072
"478";"BOSS (HUGO) (XET)";NA;"Clothing & Accessory";2009;"MDAX";0,512;0,469;0,043;-0,0737;14,26;0,2651;0,1575;0,0605;0,2032;1,12;-5,57;1,99;0,3;0,1979
"479";"BOSS (HUGO) (XET)";NA;"Clothing & Accessory";2010;"MDAX";0,4079;0,3935;0,0144;0,1073;14,36;0,2024;0,2065;0,0498;0,2222;1,11;3,95;1,93;1,1;0,1606
"480";"BOSS (HUGO) (XET)";NA;"Clothing & Accessory";2011;"MDAX";0,2836;0,2592;0,0244;0,1905;14,54;0,2084;0,2944;0,0506;0,2267;0,87;3,72;1,22;2,1;-0,1511
"481";"BOSS (HUGO) (XET)";NA;"Clothing & Accessory";2012;"MDAX";0,2559;0,0417;0,2142;0,1394;14,67;0,2355;0,2823;0,0536;0,229;0,6;0,69;0,93;2;0,2566
"482";"BOSS (HUGO) (XET)";NA;"Clothing & Accessory";2013;"MDAX";0,1258;0,116;0,0098;0,0368;14,7;0,2594;0,3167;0,0659;0,2225;0,52;0,59;1,35;1,5;0,2331
"483";"BOSS (HUGO) (XET)";NA;"Clothing & Accessory";2014;"MDAX";0,1081;0,0984;0,0097;0,0574;14,76;0,2455;0,2839;0,0688;0,2316;0,39;1,6;0,95;0,9;0,0516
"484";"BOSS (HUGO) (XET)";NA;"Clothing & Accessory";2015;"MDAX";0,1031;0,0801;0,023;0,0922;14,85;0,261;0,2534;0,0738;0,2355;0,78;1,48;0,52;0,3;0,0986
"485";"INFINEON TECHS. (XET)";"DE0006231004";"Semiconductors";2005;"DAX";0,171;0,1609;0,0102;-0,0606;15,73;0,3854;-0,0114;0,1352;0;1,24;0,88;1,17;1,6;0,253
"486";"INFINEON TECHS. (XET)";NA;"Semiconductors";2006;"DAX";0,1899;0,1144;0,0755;0,1731;15,89;0,3565;0,0024;0,1331;0;0,92;3,87;0,68;1,5;0,1916
"487";"INFINEON TECHS. (XET)";NA;"Semiconductors";2007;"DAX";0,1697;0,1364;0,0333;-0,0312;15,85;0,3616;-0,0182;0,1264;0;0,9;3,38;-0,06;2,3;0,2236
"488";"INFINEON TECHS. (XET)";NA;"Semiconductors";2008;"DAX";0,1883;0,1573;0,031;-0,4375;15,28;0,1962;-0,0025;0,0811;0;1,36;0,82;-0,65;2,6;-0,4072
"489";"INFINEON TECHS. (XET)";NA;"Semiconductors";2009;"DAX";0,2019;0,0781;0,1238;-0,2995;14,92;0,2204;-0,0337;0,1261;0;2,38;-5,57;1,99;0,3;0,1979
"490";"INFINEON TECHS. (XET)";NA;"Semiconductors";2010;"DAX";0,0845;0,0561;0,0284;0,0885;15,01;0,1789;0,0803;0,0717;0;1,5;3,95;1,93;1,1;0,1606
"491";"INFINEON TECHS. (XET)";NA;"Semiconductors";2011;"DAX";0,0544;0,0422;0,0121;0,2131;15,2;0,2394;0,1385;0,0649;0;0,96;3,72;1,22;2,1;-0,1511
"492";"INFINEON TECHS. (XET)";NA;"Semiconductors";2012;"DAX";0,0528;0,043;0,0099;-0,0233;15,18;0,31;0,0879;0,0767;0;1,21;0,69;0,93;2;0,2566
"493";"INFINEON TECHS. (XET)";NA;"Semiconductors";2013;"DAX";0,0543;0,0303;0,024;-0,0156;15,16;0,2867;0,064;0,0835;0,0644;1,18;0,59;1,35;1,5;0,2331
"494";"INFINEON TECHS. (XET)";NA;"Semiconductors";2014;"DAX";0,0307;0,0249;0,0058;0,1241;15,28;0,2805;0,0888;0,0848;0,0576;1,15;1,6;0,95;0,9;0,0516
"495";"INFINEON TECHS. (XET)";NA;"Semiconductors";2015;"DAX";0,2204;0,2163;0,0041;0,3414;15,57;0,2572;0,0698;0,0934;0;0,9;1,48;0,52;0,3;0,0986
"496";"JENOPTIK (XET)";"DE0006229107";"Electronic Equipment";2005;"TecDAX";0,2662;0,2237;0,0425;-0,2412;14,46;0,1535;-0,0127;0,0319;0;-0,08;0,88;1,17;1,6;0,253
"497";"JENOPTIK (XET)";NA;"Electronic Equipment";2006;"TecDAX";0,4404;0,3441;0,0963;-0,7466;13,09;0,2079;0,0542;0,035;0,0665;0,43;3,87;0,68;1,5;0,1916
"498";"JENOPTIK (XET)";NA;"Electronic Equipment";2007;NA;0,3218;0,2506;0,0711;0,0753;13,16;0,2725;0,0352;0,0492;0,2364;0,64;3,38;-0,06;2,3;0,2236
"499";"JENOPTIK (XET)";NA;"Electronic Equipment";2008;"TecDAX";0,3232;0,1449;0,1783;0,051;13,21;0,2673;0,0411;0,0448;0,1405;1,15;0,82;-0,65;2,6;-0,4072
"500";"JENOPTIK (XET)";NA;"Electronic Equipment";2009;"TecDAX";0,3095;0,2851;0,0244;-0,1362;13,07;0,2741;-0,0395;0,0501;0,021;0,8;-5,57;1,99;0,3;0,1979
"501";"JENOPTIK (XET)";NA;"Electronic Equipment";2010;"TecDAX";0,2515;0,2178;0,0337;0,0782;13,14;0,2412;0,0946;0,0428;0,1103;0,85;3,95;1,93;1,1;0,1606
"502";"JENOPTIK (XET)";NA;"Electronic Equipment";2011;"TecDAX";0,2161;0,2092;0,007;0,0639;13,21;0,2348;0,0795;0,0381;0,0187;0,72;3,72;1,22;2,1;-0,1511
"503";"JENOPTIK (XET)";NA;"Electronic Equipment";2012;"TecDAX";0,2004;0,1926;0,0078;0,0768;13,28;0,2382;0,081;0,0362;0;0,76;0,69;0,93;2;0,2566
"504";"JENOPTIK (XET)";NA;"Electronic Equipment";2013;"TecDAX";0,1871;0,1852;0,0019;0,0261;13,31;0,226;0,081;0,0355;0,0012;0,64;0,59;1,35;1,5;0,2331
"505";"JENOPTIK (XET)";NA;"Electronic Equipment";2014;"TecDAX";0,2328;0,2255;0,0073;-0,0168;13,29;0,2168;0,072;0,0352;0,0897;1,2;1,6;0,95;0,9;0,0516
"506";"JENOPTIK (XET)";NA;"Electronic Equipment";2015;"TecDAX";0,1842;0,1628;0,0213;0,1329;13,41;0,2238;0,0943;0,043;0,1146;0,9;1,48;0,52;0,3;0,0986
"507";"JUNGHEINRICH PFS. (XET)";"DE0006219934";"Comm. Vehicles,Trucks";2005;"SDAX";0,1641;0,0777;0,0864;0,0746;14,31;0,2993;0,0797;0,069;0,3426;0,11;0,88;1,17;1,6;0,253
"508";"JUNGHEINRICH PFS. (XET)";NA;"Comm. Vehicles,Trucks";2006;"SDAX";0,1507;0,0768;0,0739;0,0628;14,37;0,2969;0,0824;0,0674;0,3572;0,9;3,87;0,68;1,5;0,1916
"509";"JUNGHEINRICH PFS. (XET)";NA;"Comm. Vehicles,Trucks";2007;"SDAX";0,1435;0,0713;0,0722;0,1445;14,51;0,302;0,0853;0,067;0,33;0,98;3,38;-0,06;2,3;0,2236
"510";"JUNGHEINRICH PFS. (XET)";NA;"Comm. Vehicles,Trucks";2008;"SDAX";0,1335;0,0702;0,0633;0,0722;14,58;0,3104;0,0759;0,0798;0,2764;0,9;0,82;-0,65;2,6;-0,4072
"511";"JUNGHEINRICH PFS. (XET)";NA;"Comm. Vehicles,Trucks";2009;"SDAX";0,1723;0,1178;0,0545;-0,2184;14,33;0,2883;-0,0169;0,0719;0,5314;0,92;-5,57;1,99;0,3;0,1979
"512";"JUNGHEINRICH PFS. (XET)";NA;"Comm. Vehicles,Trucks";2010;"SDAX";0,1486;0,0792;0,0694;0,0832;14,41;0,2738;0,059;0,0595;0,0981;1,62;3,95;1,93;1,1;0,1606
"513";"JUNGHEINRICH PFS. (XET)";NA;"Comm. Vehicles,Trucks";2011;"SDAX";0,1383;0,086;0,0523;0,1652;14,57;0,2846;0,076;0,0604;0,2239;1,26;3,72;1,22;2,1;-0,1511
"514";"JUNGHEINRICH PFS. (XET)";NA;"Comm. Vehicles,Trucks";2012;"SDAX";0,1383;0,0803;0,058;0,0531;14,62;0,2932;0,0731;0,0168;0,2232;1,02;0,69;0,93;2;0,2566
"515";"JUNGHEINRICH PFS. (XET)";NA;"Comm. Vehicles,Trucks";2013;"SDAX";0,1016;0,0402;0,0614;0,0274;14,64;0,3144;0,0614;0,016;0,2656;0,82;0,59;1,35;1,5;0,2331
"516";"JUNGHEINRICH PFS. (XET)";NA;"Comm. Vehicles,Trucks";2014;"MDAX";0,1142;0,0717;0,0425;0,0908;14,73;0,315;0,0636;0,0182;0,2646;0,79;1,6;0,95;0,9;0,0516
"517";"JUNGHEINRICH PFS. (XET)";NA;"Comm. Vehicles,Trucks";2015;"MDAX";0,0976;0,0617;0,0359;0,1025;14,83;0,3368;0,0642;0,018;0,2911;0,66;1,48;0,52;0,3;0,0986
"518";"K + S (XET)";"DE000KSAG888";"Specialty Chemicals";2005;"MDAX";0,0134;0,0027;0,0107;0,0907;14,85;0,3649;0,1202;0,0586;0,3219;0,95;0,88;1,17;1,6;0,253
"519";"K + S (XET)";NA;"Specialty Chemicals";2006;"MDAX";0,1334;0,0492;0,0842;0,0504;14,9;0,3896;0,1284;0,044;0,197;1,19;3,87;0,68;1,5;0,1916
"520";"K + S (XET)";NA;"Specialty Chemicals";2007;"MDAX";0,2378;0,1244;0,1133;0,1306;15,02;0,3886;-0,0412;0,0442;0,4151;1,66;3,38;-0,06;2,3;0,2236
"521";"K + S (XET)";NA;"Specialty Chemicals";2008;"DAX";0,0777;0,0313;0,0465;0,4337;15,38;0,3637;0,3575;0,0407;0,2674;0,91;0,82;-0,65;2,6;-0,4072
"522";"K + S (XET)";NA;"Specialty Chemicals";2009;"DAX";0,2446;0,2213;0,0233;-0,2546;15,09;0,3337;0,033;0,0329;0,1731;1,2;-5,57;1,99;0,3;0,1979
"523";"K + S (XET)";NA;"Specialty Chemicals";2010;"DAX";0,1426;0,1394;0,0032;0,3973;15,42;0,327;0,1183;0,0427;0,2431;1;3,95;1,93;1,1;0,1606
"524";"K + S (XET)";NA;"Specialty Chemicals";2011;"DAX";0,1284;0,1283;1e-04;0,0315;15,45;0,3711;0,1555;0,0386;0,2471;0,86;3,72;1,22;2,1;-0,1511
"525";"K + S (XET)";NA;"Specialty Chemicals";2012;"DAX";0,1921;0,1919;1e-04;-0,236;15,19;0,3835;0,1326;0,0347;0,2271;0,75;0,69;0,93;2;0,2566
"526";"K + S (XET)";NA;"Specialty Chemicals";2013;"DAX";0,3021;0,2021;0,1;0,0038;15,19;0,3929;0,086;0,0324;0,2075;0,41;0,59;1,35;1,5;0,2331
"527";"K + S (XET)";NA;"Specialty Chemicals";2014;"DAX";0,1994;0,1943;0,0051;-0,0326;15,16;0,5286;0,0879;0,0355;0,2242;1,24;1,6;0,95;0,9;0,0516
"528";"K + S (XET)";NA;"Specialty Chemicals";2015;"DAX";0,1888;0,1853;0,0035;0,0926;15,24;0,6183;0,0892;0,0387;0,2559;0,82;1,48;0,52;0,3;0,0986
"529";"KRONES (XET)";"DE0006335003";"Industrial Machinery";2005;"MDAX";0,0441;0,0215;0,0226;0,112;14,34;0,2255;0,0758;0,0366;0,2874;0,96;0,88;1,17;1,6;0,253
"530";"KRONES (XET)";NA;"Industrial Machinery";2006;"MDAX";0,033;0,0145;0,0185;0,1273;14,46;0,2083;0,0788;0,034;0,2777;0,65;3,87;0,68;1,5;0,1916
"531";"KRONES (XET)";NA;"Industrial Machinery";2007;"MDAX";0,0403;0,0139;0,0263;0,1283;14,58;0,2082;0,0964;0,0284;0,3206;1,16;3,38;-0,06;2,3;0,2236
"532";"KRONES (XET)";NA;"Industrial Machinery";2008;"MDAX";0,0282;0,0072;0,021;0,1046;14,68;0,213;0,0897;0,028;0,3041;0,66;0,82;-0,65;2,6;-0,4072
"533";"KRONES (XET)";NA;"Industrial Machinery";2009;"MDAX";0,0076;0,0038;0,0038;-0,2169;14,44;0,2291;-0,0197;0,0301;0,1361;0,99;-5,57;1,99;0,3;0,1979
"534";"KRONES (XET)";NA;"Industrial Machinery";2010;"MDAX";0,0101;0,0031;0,007;0,1654;14,59;0,2226;0,0403;0,0324;0,2636;0,74;3,95;1,93;1,1;0,1606
"535";"KRONES (XET)";NA;"Industrial Machinery";2011;"MDAX";9e-04;6e-04;2e-04;0,1413;14,72;0,2178;0,041;0,0348;0,3727;0,93;3,72;1,22;2,1;-0,1511
"536";"KRONES (XET)";NA;"Industrial Machinery";2012;"MDAX";2e-04;0;2e-04;0,0741;14,8;0,227;0,0495;0,0374;0,3046;0,9;0,69;0,93;2;0,2566
"537";"KRONES (XET)";NA;"Industrial Machinery";2013;"MDAX";2e-04;0;1e-04;0,0569;14,85;0,2139;0,0786;0,0382;0,2876;0,05;0,59;1,35;1,5;0,2331
"538";"KRONES (XET)";NA;"Industrial Machinery";2014;"MDAX";0;0;0;0,0489;14,9;0,1992;0,081;0,0379;0,2885;0,71;1,6;0,95;0,9;0,0516
"539";"KRONES (XET)";NA;"Industrial Machinery";2015;"MDAX";0;0;0;0,0745;14,97;0,1793;0,0839;0,0329;0,2977;0,72;1,48;0,52;0,3;0,0986
"540";"LANXESS (XET)";"DE0005470405";"Specialty Chemicals";2005;"MDAX";0,1925;0,152;0,0406;0,0557;15,78;0,3601;-0,0163;0,058;0,913;NA;0,88;1,17;1,6;0,253
"541";"LANXESS (XET)";NA;"Specialty Chemicals";2006;"MDAX";0,1655;0,1534;0,0121;-0,0288;15,75;0,3555;0,0777;0,0609;0,2656;1,02;3,87;0,68;1,5;0,1916
"542";"LANXESS (XET)";NA;"Specialty Chemicals";2007;"MDAX";0,1641;0,1519;0,0121;-0,0484;15,7;0,3688;0,0518;0,0614;0,2927;1,34;3,38;-0,06;2,3;0,2236
"543";"LANXESS (XET)";NA;"Specialty Chemicals";2008;"MDAX";0,2525;0,2184;0,0341;-0,0048;15,7;0,3646;0,0629;0,0574;0,2042;0,76;0,82;-0,65;2,6;-0,4072
"544";"LANXESS (XET)";NA;"Specialty Chemicals";2009;"MDAX";0,3172;0,2981;0,0192;-0,231;15,44;0,3688;0,0249;0,0526;0;1,38;-5,57;1,99;0,3;0,1979
"545";"LANXESS (XET)";NA;"Specialty Chemicals";2010;"MDAX";0,2615;0,2369;0,0246;0,4079;15,78;0,3877;0,1066;0,0513;0,1911;1,59;3,95;1,93;1,1;0,1606
"546";"LANXESS (XET)";NA;"Specialty Chemicals";2011;"MDAX";0,3057;0,2192;0,0865;0,2324;15,99;0,4009;0,1136;0,0467;0,195;1,21;3,72;1,22;2,1;-0,1511
"547";"LANXESS (XET)";NA;"Specialty Chemicals";2012;"DAX";0,3194;0,2965;0,0229;0,0364;16,02;0,4097;0,1054;0,0517;0,2;1,24;0,69;0,93;2;0,2566
"548";"LANXESS (XET)";NA;"Specialty Chemicals";2013;"DAX";0,3534;0,2515;0,1019;-0,0873;15,93;0,4427;-0,02;0,1106;0,542;0,84;0,59;1,35;1,5;0,2331
"549";"LANXESS (XET)";NA;"Specialty Chemicals";2014;"DAX";0,2737;0,2472;0,0265;-0,0354;15,9;0,4852;0,0221;0,0667;0,2368;0,99;1,6;0,95;0,9;0,0516
"550";"LANXESS (XET)";NA;"Specialty Chemicals";2015;"MDAX";0,248;0,1834;0,0646;-0,013;15,88;0,5026;0,0522;0,0655;0,338;1,27;1,48;0,52;0,3;0,0986
"551";"LEONI (XET)";"DE0005408884";"Electrical Equipment";2005;"MDAX";0,2711;0,1363;0,1347;0,2411;14,25;0,3239;0,1005;0,0542;0,3136;0,84;0,88;1,17;1,6;0,253
"552";"LEONI (XET)";NA;"Electrical Equipment";2006;"MDAX";0,2744;0,2386;0,0358;0,3619;14,56;0,2924;0,1009;0,0464;0,2721;1,19;3,87;0,68;1,5;0,1916
"553";"LEONI (XET)";NA;"Electrical Equipment";2007;"MDAX";0,3222;0,1868;0,1353;0,1226;14,68;0,2611;0,0874;0,0457;0,2182;0,79;3,38;-0,06;2,3;0,2236
"554";"LEONI (XET)";NA;"Electrical Equipment";2008;"MDAX";0,365;0,3146;0,0505;0,2303;14,88;0,3138;0,0293;0,0601;0,1975;0,98;0,82;-0,65;2,6;-0,4072
"555";"LEONI (XET)";NA;"Electrical Equipment";2009;"MDAX";0,3781;0,3452;0,0329;-0,2582;14,59;0,3208;-0,0691;0,0645;0,1611;1,64;-5,57;1,99;0,3;0,1979
"556";"LEONI (XET)";NA;"Electrical Equipment";2010;"MDAX";0,3303;0,3056;0,0247;0,3683;14,9;0,2953;0,0641;0,0556;0,1759;1,95;3,95;1,93;1,1;0,1606
"557";"LEONI (XET)";NA;"Electrical Equipment";2011;"MDAX";0,2676;0,2211;0,0465;0,2523;15,12;0,2737;0,103;0,0468;0,171;1,52;3,72;1,22;2,1;-0,1511
"558";"LEONI (XET)";NA;"Electrical Equipment";2012;"MDAX";0,2334;0,1179;0,1154;0,029;15,15;0,2887;0,1011;0,0495;0,1765;1,53;0,69;0,93;2;0,2566
"559";"LEONI (XET)";NA;"Electrical Equipment";2013;"MDAX";0,1942;0,1766;0,0176;0,0286;15,18;0,303;0,0675;0,0516;0,1601;0,94;0,59;1,35;1,5;0,2331
"560";"LEONI (XET)";NA;"Electrical Equipment";2014;"MDAX";0,2112;0,1728;0,0384;0,0474;15,23;0,3121;0,068;0,0478;0,202;1,2;1,6;0,95;0,9;0,0516
"561";"LEONI (XET)";NA;"Electrical Equipment";2015;"MDAX";0,2164;0,1795;0,0369;0,0974;15,32;0,3247;0,0535;0,0529;0,3268;1,21;1,48;0,52;0,3;0,0986
"562";"LINDE (XET)";"DE0006483001";"Commodity Chemicals";2005;"DAX";0,2383;0,1901;0,0482;0,0085;16,07;0,3856;0,0804;0,0629;0,2824;0,91;0,88;1,17;1,6;0,253
"563";"LINDE (XET)";NA;"Commodity Chemicals";2006;"DAX";0,3835;0,3437;0,0398;0,3092;16,34;0,2653;0,1043;0,0369;0,231;0,81;3,87;0,68;1,5;0,1916
"564";"LINDE (XET)";NA;"Commodity Chemicals";2007;"DAX";0,297;0,244;0,053;-0,0107;16,33;0,2908;0,0783;0,0516;0,1952;0,84;3,38;-0,06;2,3;0,2236
"565";"LINDE (XET)";NA;"Commodity Chemicals";2008;"DAX";0,3169;0,2618;0,0551;0,029;16,35;0,3035;0,0631;0,0509;0,1546;0,73;0,82;-0,65;2,6;-0,4072
"566";"LINDE (XET)";NA;"Commodity Chemicals";2009;"DAX";0,2899;0,2736;0,0162;-0,1147;16,23;0,3136;0,0507;0,0429;0,1511;0,62;-5,57;1,99;0,3;0,1979
"567";"LINDE (XET)";NA;"Commodity Chemicals";2010;"DAX";0,2529;0,2352;0,0176;0,1478;16,37;0,3282;0,0677;0,0461;0,1861;0,77;3,95;1,93;1,1;0,1606
"568";"LINDE (XET)";NA;"Commodity Chemicals";2011;"DAX";0,2737;0,2285;0,0452;0,0714;16,44;0,3163;0,0704;0,045;0,1866;0,73;3,72;1,22;2,1;-0,1511
"569";"LINDE (XET)";NA;"Commodity Chemicals";2012;"DAX";0,3091;0,2702;0,039;0,1083;16,54;0,3087;0,0709;0,0466;0,1551;0,57;0,69;0,93;2;0,2566
"570";"LINDE (XET)";NA;"Commodity Chemicals";2013;"DAX";0,2973;0,2614;0,0359;0,09;16,63;0,3513;0,0685;0,0554;0,164;0,7;0,59;1,35;1,5;0,2331
"571";"LINDE (XET)";NA;"Commodity Chemicals";2014;"DAX";0,2905;0,2524;0,038;0,0235;16,65;0,3561;0,0558;0,0577;0,188;0,59;1,6;0,95;0,9;0,0516
"572";"LINDE (XET)";NA;"Commodity Chemicals";2015;"DAX";0,2659;0,238;0,0279;0,0526;16,7;0,365;0,0586;0,0541;0,1919;0,98;1,48;0,52;0,3;0,0986
"573";"DEUTSCHE LUFTHANSA (XET)";"DE0008232125";"Airlines";2005;"DAX";0,189;0,1239;0,0651;0,0648;16,71;0,4837;0,0603;0,0573;0,2287;0,86;0,88;1,17;1,6;0,253
"574";"DEUTSCHE LUFTHANSA (XET)";NA;"Airlines";2006;"DAX";0,1539;0,1414;0,0125;0,0988;16,8;0,4894;0,0689;0,0544;0,1729;0,71;3,87;0,68;1,5;0,1916
"575";"DEUTSCHE LUFTHANSA (XET)";NA;"Airlines";2007;"DAX";0,1511;0,1389;0,0122;0,1295;16,93;0,4815;0,0817;0,052;0,1955;0,98;3,38;-0,06;2,3;0,2236
"576";"DEUTSCHE LUFTHANSA (XET)";NA;"Airlines";2008;"DAX";0,1626;0,1412;0,0214;0,1093;17,03;0,5078;0,0466;0,0569;0,187;0,83;0,82;-0,65;2,6;-0,4072
"577";"DEUTSCHE LUFTHANSA (XET)";NA;"Airlines";2009;"DAX";0,2603;0,2318;0,0285;-0,104;16,92;0,5088;0,0025;0,0526;0;1,15;-5,57;1,99;0,3;0,1979
"578";"DEUTSCHE LUFTHANSA (XET)";NA;"Airlines";2010;"DAX";0,2465;0,213;0,0335;0,2262;17,12;0,484;0,0448;0,0551;0;1,09;3,95;1,93;1,1;0,1606
"579";"DEUTSCHE LUFTHANSA (XET)";NA;"Airlines";2011;"DAX";0,2296;0,2071;0,0225;0,0516;17,17;0,5188;0,0264;0,0593;0,2122;0,94;3,72;1,22;2,1;-0,1511
"580";"DEUTSCHE LUFTHANSA (XET)";NA;"Airlines";2012;"DAX";0,2438;0,2096;0,0343;0,0488;17,22;0,5222;0,0479;0,0647;0,0529;1,24;0,69;0,93;2;0,2566
"581";"DEUTSCHE LUFTHANSA (XET)";NA;"Airlines";2013;"DAX";0,2246;0,1695;0,0552;-0,0036;17,22;0,5401;0,0301;0,062;0,2558;0,79;0,59;1,35;1,5;0,2331
"582";"DEUTSCHE LUFTHANSA (XET)";NA;"Airlines";2014;"DAX";0,221;0,1851;0,0359;-6e-04;17,22;0,541;0,0146;0,0487;0,2488;1,07;1,6;0,95;0,9;0,0516
"583";"DEUTSCHE LUFTHANSA (XET)";NA;"Airlines";2015;"DAX";0,2139;0,1609;0,053;0,0681;17,28;0,5362;0,0701;0,0498;0,1388;0,53;1,48;0,52;0,3;0,0986
"584";"MEDIGENE (XET)";"DE000A1X3W00";"Pharmaceuticals";2005;"TecDAX";0,0058;0,0038;0,0021;0,5643;9,88;0,0199;-0,2085;0,0236;0;0,81;0,88;1,17;1,6;0,253
"585";"MEDIGENE (XET)";NA;"Pharmaceuticals";2006;NA;0,0057;8e-04;0,0049;0,5622;10,33;0,0112;-0,0612;0,0086;0,0941;0,8;3,87;0,68;1,5;0,1916
"586";"MEDIGENE (XET)";NA;"Pharmaceuticals";2007;NA;0,0017;0,0017;0;-0,2779;10;0,0157;-0,2723;0,0118;0,0469;0,7;3,38;-0,06;2,3;0,2236
"587";"MEDIGENE (XET)";NA;"Pharmaceuticals";2008;NA;0,0021;0,0021;0;0,519;10,42;0,0143;-0,4105;0,0145;0,0711;0,97;0,82;-0,65;2,6;-0,4072
"588";"MEDIGENE (XET)";NA;"Pharmaceuticals";2009;"TecDAX";1e-04;1e-04;0;0,1299;10,54;0,0162;-0,3337;0,0126;0;0,62;-5,57;1,99;0,3;0,1979
"589";"MEDIGENE (XET)";NA;"Pharmaceuticals";2010;NA;0;0;0;-0,9415;7,7;0,0165;-0,4669;0,0143;0;0,11;3,95;1,93;1,1;0,1606
"590";"MEDIGENE (XET)";NA;"Pharmaceuticals";2011;NA;0;0;0;0,0388;7,74;0,0156;-0,2904;0,0159;0,0802;0,65;3,72;1,22;2,1;-0,1511
"591";"MEDIGENE (XET)";NA;"Pharmaceuticals";2012;NA;0,1944;0,1944;0;1,7322;8,75;0,0099;-0,221;0,0138;0;0,65;0,69;0,93;2;0,2566
"592";"MEDIGENE (XET)";NA;"Pharmaceuticals";2013;NA;0,2165;0,1967;0,0198;0,2081;8,93;0,0077;-0,165;0,0143;0;0,31;0,59;1,35;1,5;0,2331
"593";"MEDIGENE (XET)";NA;"Pharmaceuticals";2014;NA;0,1487;0,1487;0;0,8156;9,53;0,0133;-0,0577;0,0114;0,0377;0,09;1,6;0,95;0,9;0,0516
"594";"MEDIGENE (XET)";NA;"Pharmaceuticals";2015;NA;0,1;0,0982;0,0017;-0,5061;8,83;0,022;-0,0918;0,0083;0,0384;0,53;1,48;0,52;0,3;0,0986
"595";"MERCK KGAA (XET)";"DE0006599905";"Pharmaceuticals";2005;"MDAX";0,1348;0,0933;0,0415;0,0994;15,59;0,2649;0,1322;0,0372;0,2381;0,55;0,88;1,17;1,6;0,253
"596";"MERCK KGAA (XET)";NA;"Pharmaceuticals";2006;"MDAX";0,142;0,0783;0,0636;0,0661;15,65;0,2272;0,1697;0,0326;0,2048;0,62;3,87;0,68;1,5;0,1916
"597";"MERCK KGAA (XET)";NA;"Pharmaceuticals";2007;"DAX";0,0932;0,0724;0,0208;0,1276;15,77;0,1573;0,0146;0,0577;0;0,55;3,38;-0,06;2,3;0,2236
"598";"MERCK KGAA (XET)";NA;"Pharmaceuticals";2008;"DAX";0,0886;0,071;0,0176;0,071;15,84;0,1609;0,0435;0,0578;0,2968;0,69;0,82;-0,65;2,6;-0,4072
"599";"MERCK KGAA (XET)";NA;"Pharmaceuticals";2009;"DAX";0,1426;0,099;0,0436;0,025;15,86;0,1613;0,0356;0,0562;0,1907;0,44;-5,57;1,99;0,3;0,1979
"600";"MERCK KGAA (XET)";NA;"Pharmaceuticals";2010;"DAX";0,2479;0,2316;0,0163;0,1993;16,04;0,1487;0,0491;0,0483;0,2052;0,56;3,95;1,93;1,1;0,1606
"601";"MERCK KGAA (XET)";NA;"Pharmaceuticals";2011;"DAX";0,2517;0,1865;0,0652;0,1061;16,15;0,1456;0,0504;0,0581;0,206;0,49;3,72;1,22;2,1;-0,1511
"602";"MERCK KGAA (XET)";NA;"Pharmaceuticals";2012;"DAX";0,2093;0,1565;0,0527;0,0872;16,23;0,1427;0,045;0,0637;0,1396;0,57;0,69;0,93;2;0,2566
"603";"MERCK KGAA (XET)";NA;"Pharmaceuticals";2013;"DAX";0,1817;0,1603;0,0215;-0,007;16,22;0,132;0,0781;0,0617;0,1147;0,42;0,59;1,35;1,5;0,2331
"604";"MERCK KGAA (XET)";NA;"Pharmaceuticals";2014;"DAX";0,2194;0,1378;0,0816;0,0366;16,26;0,1197;0,0688;0,0505;0,2281;0,68;1,6;0,95;0,9;0,0516
